frame,unit,pos,slot,baseline,n,n_seasons,mean,se_season,median
10,positional_adp_rank,QB,1,R_exp,10,10,45.69556820262776,31.052154877456257,60.71586046511629
10,positional_adp_rank,QB,1,R_real,10,10,9.490000000000004,28.242085105585094,23.629999999999995
10,positional_adp_rank,QB,1,R_week,10,10,-44.224,29.14286705944431,-42.95999999999995
10,positional_adp_rank,QB,2,R_exp,10,10,87.38956820262774,15.19966910171422,85.97205654354767
10,positional_adp_rank,QB,2,R_real,10,10,51.18399999999999,14.497023387961786,40.94999999999999
10,positional_adp_rank,QB,2,R_week,10,10,-2.530000000000007,14.478411898793016,-21.29000000000002
10,positional_adp_rank,QB,3,R_exp,10,10,26.09156820262775,29.94326334980601,40.745860465116294
10,positional_adp_rank,QB,3,R_real,10,10,-10.113999999999999,32.08950760329958,1.7399999999999807
10,positional_adp_rank,QB,3,R_week,10,10,-63.827999999999996,33.34380904722461,-52.629999999999995
10,positional_adp_rank,QB,4,R_exp,10,10,63.24556820262775,19.934886134064783,67.42769565217392
10,positional_adp_rank,QB,4,R_real,10,10,27.04,19.255732537495312,29.109999999999985
10,positional_adp_rank,QB,4,R_week,10,10,-26.674,20.03083024850554,-27.210000000000036
10,positional_adp_rank,QB,5,R_exp,10,10,34.813568202627756,24.421436286113277,47.065860465116316
10,positional_adp_rank,QB,5,R_real,10,10,-1.3919999999999901,21.889239000020076,9.980000000000018
10,positional_adp_rank,QB,5,R_week,10,10,-55.105999999999995,21.71837338906085,-61.47
10,positional_adp_rank,QB,6,R_exp,10,10,33.03156820262775,23.36185696153365,34.447695652173934
10,positional_adp_rank,QB,6,R_real,10,10,-3.173999999999995,20.700021481470337,-6.1699999999999875
10,positional_adp_rank,QB,6,R_week,10,10,-56.88799999999999,22.13654538941832,-70.53
10,positional_adp_rank,QB,7,R_exp,10,10,30.741568202627754,21.191993130405663,22.955556117290186
10,positional_adp_rank,QB,7,R_real,10,10,-5.464000000000001,20.128179428629682,-9.11
10,positional_adp_rank,QB,7,R_week,10,10,-59.17800000000001,21.021953699248158,-73.47000000000001
10,positional_adp_rank,QB,8,R_exp,10,10,-19.822431797372246,15.12176505454003,-9.418914728682196
10,positional_adp_rank,QB,8,R_real,10,10,-56.028,14.770381835130584,-53.379999999999995
10,positional_adp_rank,QB,8,R_week,10,10,-109.742,14.306765594563219,-93.44000000000001
10,positional_adp_rank,QB,9,R_exp,10,10,7.021568202627759,36.21120739956828,32.749865864939906
10,positional_adp_rank,QB,9,R_real,10,10,-29.18399999999999,33.6372253843202,9.789999999999992
10,positional_adp_rank,QB,9,R_week,10,10,-82.89799999999998,33.298770808144454,-44.579999999999984
10,positional_adp_rank,QB,10,R_exp,10,10,-11.32643179737224,38.595306760064624,16.85202898550726
10,positional_adp_rank,QB,10,R_real,10,10,-47.532,37.57347068818045,-16.22999999999999
10,positional_adp_rank,QB,10,R_week,10,10,-101.24599999999998,39.971339515541224,-70.88
10,positional_adp_rank,QB,11,R_exp,10,10,8.493568202627761,36.64784605621273,19.122500000000045
10,positional_adp_rank,QB,11,R_real,10,10,-27.71199999999999,34.69811806616222,-18.23999999999998
10,positional_adp_rank,QB,11,R_week,10,10,-81.42599999999999,33.16850675632601,-68.44
10,positional_adp_rank,QB,12,R_exp,10,10,5.563568202627752,23.98064103230673,33.80536231884055
10,positional_adp_rank,QB,12,R_real,10,10,-30.642000000000003,23.525496797210373,0.19999999999998863
10,positional_adp_rank,QB,12,R_week,10,10,-84.35600000000001,22.59255586347955,-54.16999999999999
10,positional_adp_rank,QB,13,R_exp,10,10,-27.936431797372244,47.57326775919049,29.547836879432623
10,positional_adp_rank,QB,13,R_real,10,10,-64.14200000000001,45.001830525731584,5.9599999999999795
10,positional_adp_rank,QB,13,R_week,10,10,-117.856,45.355692015691055,-43.99000000000001
10,positional_adp_rank,QB,14,R_exp,10,10,-13.62043179737223,30.692314843473223,20.208529411764758
10,positional_adp_rank,QB,14,R_real,10,10,-49.82599999999998,30.90305041397837,-9.629999999999967
10,positional_adp_rank,QB,14,R_week,10,10,-103.53999999999999,28.83147847598369,-62.69999999999999
10,positional_adp_rank,QB,15,R_exp,10,10,28.61156820262774,27.196512654179163,32.144503546099315
10,positional_adp_rank,QB,15,R_real,10,10,-7.594000000000006,29.05271301923071,5.159999999999997
10,positional_adp_rank,QB,15,R_week,10,10,-61.308000000000014,27.80298899998583,-49.00000000000003
10,positional_adp_rank,QB,16,R_exp,10,10,2.955568202627748,12.144278954660336,-1.799806201550382
10,positional_adp_rank,QB,16,R_real,10,10,-33.25,11.441985938735558,-35.410000000000025
10,positional_adp_rank,QB,16,R_week,10,10,-86.964,9.712366366877054,-91.92
10,positional_adp_rank,QB,17,R_exp,10,10,-32.36443179737225,26.44201710935591,-48.092248062015486
10,positional_adp_rank,QB,17,R_real,10,10,-68.57000000000001,28.36716760231408,-95.12999999999997
10,positional_adp_rank,QB,17,R_week,10,10,-122.28399999999999,27.46379561046384,-136.71999999999997
10,positional_adp_rank,QB,18,R_exp,10,10,-35.45643179737225,18.710920482629728,-28.701969322117748
10,positional_adp_rank,QB,18,R_real,10,10,-71.662,20.697508910762927,-65.46000000000001
10,positional_adp_rank,QB,18,R_week,10,10,-125.376,19.940880355022774,-119.22
10,positional_adp_rank,QB,19,R_exp,10,10,-35.80843179737225,21.189785019366767,-20.676581395348833
10,positional_adp_rank,QB,19,R_real,10,10,-72.01400000000001,20.304720644334022,-67.24
10,positional_adp_rank,QB,19,R_week,10,10,-125.72799999999998,20.468122032945658,-130.99
10,positional_adp_rank,QB,20,R_exp,10,10,-9.996431797372242,29.667385972194975,-0.5791666666666373
10,positional_adp_rank,QB,20,R_real,10,10,-46.20199999999999,28.613210228066954,-28.040000000000006
10,positional_adp_rank,QB,20,R_week,10,10,-99.91599999999998,26.10812709568506,-79.99999999999996
10,positional_adp_rank,QB,21,R_exp,9,9,-97.64936866374693,23.177225063082513,-104.69260869565218
10,positional_adp_rank,QB,21,R_real,9,9,-134.6888888888889,27.246066609311004,-148.47999999999996
10,positional_adp_rank,QB,21,R_week,9,9,-190.42222222222222,27.55922782429879,-195.82000000000002
10,positional_adp_rank,QB,22,R_exp,8,8,-38.3820822999068,23.322190116777353,-29.818914728682188
10,positional_adp_rank,QB,22,R_real,8,8,-78.10999999999999,25.505948045785036,-74.78999999999998
10,positional_adp_rank,QB,22,R_week,8,8,-134.81,24.43245996620071,-119.56
10,positional_adp_rank,QB,23,R_exp,8,8,-6.824582299906812,32.711351818703385,9.941862745098035
10,positional_adp_rank,QB,23,R_real,8,8,-46.5525,33.09050164483976,-40.08
10,positional_adp_rank,QB,23,R_week,8,8,-103.2525,33.82515736158096,-96.43000000000002
10,positional_adp_rank,QB,24,R_exp,7,7,-25.968570247512538,22.75588433130093,-54.85627906976745
10,positional_adp_rank,QB,24,R_real,7,7,-66.85142857142857,19.8565943740626,-78.18000000000004
10,positional_adp_rank,QB,24,R_week,7,7,-124.23714285714284,22.445314466422573,-153.10000000000005
10,positional_adp_rank,RB,1,R_exp,10,10,64.1635454139163,47.05220289427035,49.998570048309176
10,positional_adp_rank,RB,1,R_real,10,10,39.989999999999995,45.46165038310374,27.5
10,positional_adp_rank,RB,1,R_week,10,10,14.269999999999992,45.9946012532389,0.6500000000000057
10,positional_adp_rank,RB,2,R_exp,10,10,69.28154541391629,33.7853370011104,80.84699494949494
10,positional_adp_rank,RB,2,R_real,10,10,45.108000000000004,32.650349557427745,49.95
10,positional_adp_rank,RB,2,R_week,10,10,19.387999999999998,33.15555233541837,25.200000000000003
10,positional_adp_rank,RB,3,R_exp,10,10,110.00354541391627,42.701798338243236,104.66583855799371
10,positional_adp_rank,RB,3,R_real,10,10,85.82999999999997,40.651590238130765,65.3
10,positional_adp_rank,RB,3,R_week,10,10,60.10999999999999,42.260715800847485,49.95
10,positional_adp_rank,RB,4,R_exp,10,10,113.36954541391628,29.03629035128333,127.6980153256705
10,positional_adp_rank,RB,4,R_real,10,10,89.19599999999998,28.148466988057766,88.57999999999998
10,positional_adp_rank,RB,4,R_week,10,10,63.476,27.87616262448378,75.47999999999999
10,positional_adp_rank,RB,5,R_exp,10,10,31.685545413916287,35.444883247153726,48.143022222222214
10,positional_adp_rank,RB,5,R_real,10,10,7.511999999999995,37.11903640990698,31.379999999999995
10,positional_adp_rank,RB,5,R_week,10,10,-18.208000000000006,35.056368348386826,1.4799999999999898
10,positional_adp_rank,RB,6,R_exp,10,10,119.7135454139163,27.244427664349278,119.78088987764181
10,positional_adp_rank,RB,6,R_real,10,10,95.54,26.894213338766964,100.04999999999998
10,positional_adp_rank,RB,6,R_week,10,10,69.82,26.42766984305149,73.89999999999998
10,positional_adp_rank,RB,7,R_exp,10,10,110.0095454139163,19.024723074744966,124.45009745127436
10,positional_adp_rank,RB,7,R_real,10,10,85.83599999999998,18.609378949575103,80.5
10,positional_adp_rank,RB,7,R_week,10,10,60.11600000000001,17.996729036133207,66.97999999999999
10,positional_adp_rank,RB,8,R_exp,10,10,44.71354541391629,27.403955910220642,61.11801532567049
10,positional_adp_rank,RB,8,R_real,10,10,20.539999999999996,26.65284308370205,28.69999999999999
10,positional_adp_rank,RB,8,R_week,10,10,-5.180000000000007,27.42312001051505,7.650000000000006
10,positional_adp_rank,RB,9,R_exp,10,10,52.643545413916286,18.714814981393015,34.19857004830918
10,positional_adp_rank,RB,9,R_real,10,10,28.46999999999999,19.508027122756985,20.44999999999999
10,positional_adp_rank,RB,9,R_week,10,10,2.7499999999999885,18.00716678313264,-7.0
10,positional_adp_rank,RB,10,R_exp,10,10,53.883545413916295,35.44404873361765,53.482053973013514
10,positional_adp_rank,RB,10,R_real,10,10,29.71,37.08346277130968,26.10000000000001
10,positional_adp_rank,RB,10,R_week,10,10,3.9899999999999975,34.854875157174526,-2.5999999999999943
10,positional_adp_rank,RB,11,R_exp,10,10,102.74354541391628,29.523224126626705,89.87616784630943
10,positional_adp_rank,RB,11,R_real,10,10,78.57000000000001,29.256217003114628,65.74999999999999
10,positional_adp_rank,RB,11,R_week,10,10,52.85,29.77891965057758,38.44999999999999
10,positional_adp_rank,RB,12,R_exp,10,10,56.96354541391629,29.761419408706427,84.61914222873898
10,positional_adp_rank,RB,12,R_real,10,10,32.789999999999985,27.7960886537017,67.6
10,positional_adp_rank,RB,12,R_week,10,10,7.069999999999988,30.020841094146576,36.749999999999986
10,positional_adp_rank,RB,13,R_exp,10,10,40.73354541391628,24.78037189522241,39.91510434782607
10,positional_adp_rank,RB,13,R_real,10,10,16.559999999999988,24.006236226817762,22.299999999999997
10,positional_adp_rank,RB,13,R_week,10,10,-9.160000000000014,24.638241279225536,-1.8500000000000227
10,positional_adp_rank,RB,14,R_exp,10,10,65.3335454139163,22.636737343969365,86.82248309178745
10,positional_adp_rank,RB,14,R_real,10,10,41.16,20.09592661876199,61.599999999999994
10,positional_adp_rank,RB,14,R_week,10,10,15.439999999999994,21.695458818225838,34.75
10,positional_adp_rank,RB,15,R_exp,10,10,42.173545413916294,22.09145500128566,41.74857004830919
10,positional_adp_rank,RB,15,R_real,10,10,18.0,19.46237395591812,23.75
10,positional_adp_rank,RB,15,R_week,10,10,-7.720000000000004,22.1531427416819,-4.249999999999986
10,positional_adp_rank,RB,16,R_exp,10,10,3.8135454139162888,27.608187456517832,-5.579902548725627
10,positional_adp_rank,RB,16,R_real,10,10,-20.360000000000003,26.30757474357697,-42.9
10,positional_adp_rank,RB,16,R_week,10,10,-46.08,26.859555717348215,-63.050000000000004
10,positional_adp_rank,RB,17,R_exp,10,10,37.173545413916294,11.974486547524107,38.80285647169369
10,positional_adp_rank,RB,17,R_real,10,10,12.999999999999996,12.228645786749151,9.0
10,positional_adp_rank,RB,17,R_week,10,10,-12.720000000000004,13.139903601878771,-13.600000000000009
10,positional_adp_rank,RB,18,R_exp,10,10,32.613545413916285,14.977337161387902,47.725003750937745
10,positional_adp_rank,RB,18,R_real,10,10,8.439999999999992,15.491339516000547,25.89999999999999
10,positional_adp_rank,RB,18,R_week,10,10,-17.28000000000001,14.215678355643501,-2.90000000000002
10,positional_adp_rank,RB,19,R_exp,10,10,-13.02645458608371,29.934701676642113,-20.978681003584235
10,positional_adp_rank,RB,19,R_real,10,10,-37.2,30.84177902348263,-40.20000000000001
10,positional_adp_rank,RB,19,R_week,10,10,-62.920000000000016,30.235460417639857,-66.35000000000002
10,positional_adp_rank,RB,20,R_exp,10,10,-1.0944545860837096,16.52928913948941,8.482053973013514
10,positional_adp_rank,RB,20,R_real,10,10,-25.268000000000004,13.84337312780218,-15.399999999999991
10,positional_adp_rank,RB,20,R_week,10,10,-50.988000000000014,15.191601832006468,-45.10000000000001
10,positional_adp_rank,RB,21,R_exp,10,10,19.389545413916288,21.121702825976286,20.111444600280493
10,positional_adp_rank,RB,21,R_real,10,10,-4.784000000000008,21.9279332359436,9.949999999999989
10,positional_adp_rank,RB,21,R_week,10,10,-30.50400000000001,20.75071978403534,-22.37000000000002
10,positional_adp_rank,RB,22,R_exp,10,10,-23.69645458608371,18.08172138031344,-15.93947342995169
10,positional_adp_rank,RB,22,R_real,10,10,-47.870000000000005,19.529470892303596,-36.60000000000001
10,positional_adp_rank,RB,22,R_week,10,10,-73.59,17.702337887032513,-69.4
10,positional_adp_rank,RB,23,R_exp,10,10,0.84354541391629,35.18207971101244,-13.153606719367609
10,positional_adp_rank,RB,23,R_real,10,10,-23.33,34.228776230274754,-24.70000000000001
10,positional_adp_rank,RB,23,R_week,10,10,-49.05,34.9769138146864,-56.85
10,positional_adp_rank,RB,24,R_exp,10,10,5.763545413916292,20.3038335024011,-9.546852173913052
10,positional_adp_rank,RB,24,R_real,10,10,-18.410000000000007,18.584231368435866,-15.150000000000006
10,positional_adp_rank,RB,24,R_week,10,10,-44.13000000000001,20.04259935459692,-48.60000000000001
10,positional_adp_rank,TE,1,R_exp,10,10,96.41889334847235,22.846356130487308,109.94000000000001
10,positional_adp_rank,TE,1,R_real,10,10,79.746,22.032473619132684,92.85000000000001
10,positional_adp_rank,TE,1,R_week,10,10,25.872000000000007,22.283557306279047,33.400000000000006
10,positional_adp_rank,TE,2,R_exp,10,10,49.08289334847235,17.592533637875068,40.25636645962733
10,positional_adp_rank,TE,2,R_real,10,10,32.410000000000004,20.788246946558793,21.19999999999999
10,positional_adp_rank,TE,2,R_week,10,10,-21.464000000000002,19.394697053003373,-29.30000000000001
10,positional_adp_rank,TE,3,R_exp,10,10,51.62289334847236,22.135576952461673,70.15400318133618
10,positional_adp_rank,TE,3,R_real,10,10,34.95,22.282909494847296,47.650000000000006
10,positional_adp_rank,TE,3,R_week,10,10,-18.923999999999996,21.680608806540057,1.1500000000000057
10,positional_adp_rank,TE,4,R_exp,10,10,24.582893348472354,19.88529108954083,49.85400318133617
10,positional_adp_rank,TE,4,R_real,10,10,7.909999999999998,18.615002611394452,20.950000000000003
10,positional_adp_rank,TE,4,R_week,10,10,-45.964,20.63673117956857,-27.0
10,positional_adp_rank,TE,5,R_exp,10,10,26.89289334847236,25.911423716963387,-15.650192400192417
10,positional_adp_rank,TE,5,R_real,10,10,10.22000000000001,24.299916780836014,-33.800000000000004
10,positional_adp_rank,TE,5,R_week,10,10,-43.65399999999999,25.479095230752954,-88.77
10,positional_adp_rank,TE,6,R_exp,10,10,3.7028933484723523,17.622906599093444,12.156097560975624
10,positional_adp_rank,TE,6,R_real,10,10,-12.970000000000002,17.777476698839397,-6.900000000000006
10,positional_adp_rank,TE,6,R_week,10,10,-66.84400000000001,18.436401866356075,-58.42
10,positional_adp_rank,TE,7,R_exp,10,10,8.702893348472355,12.489238417642591,9.546103896103887
10,positional_adp_rank,TE,7,R_real,10,10,-7.970000000000001,14.00493603460342,-6.499999999999993
10,positional_adp_rank,TE,7,R_week,10,10,-61.84400000000001,11.854414198938724,-61.7
10,positional_adp_rank,TE,8,R_exp,10,10,14.422893348472357,14.360957303163566,18.979268292682946
10,positional_adp_rank,TE,8,R_real,10,10,-2.2499999999999987,14.33127310774897,-2.549999999999997
10,positional_adp_rank,TE,8,R_week,10,10,-56.12399999999999,15.567527399472702,-51.8
