player_id,name,season,age,G,M,p_hat,mean_tgt,G_snap,p_hat_snap,rookie_season
00-0032112,J.J. Nelson,2018,26,3,16,0.1875,4.333333333333333,7.0,0.4375,2015
00-0032112,J.J. Nelson,2019,27,1,16,0.0625,5.0,1.0,0.0625,2015
00-0032123,Tre McBride,2015,23,1,16,0.0625,3.0,1.0,0.0625,2015
00-0032123,Tre McBride,2017,25,3,16,0.1875,4.333333333333333,6.0,0.375,2015
00-0032128,Chris Conley,2015,23,5,16,0.3125,5.4,7.0,0.4375,2015
00-0032128,Chris Conley,2016,24,16,16,1.0,4.3125,16.0,1.0,2015
00-0032128,Chris Conley,2017,25,4,16,0.25,3.75,5.0,0.3125,2015
00-0032128,Chris Conley,2018,26,12,16,0.75,4.083333333333333,16.0,1.0,2015
00-0032128,Chris Conley,2019,27,16,16,1.0,5.625,16.0,1.0,2015
00-0032128,Chris Conley,2020,28,13,16,0.8125,4.769230769230769,12.0,0.75,2015
00-0032128,Chris Conley,2023,31,1,17,0.058823529411764705,6.0,2.0,0.11764705882352941,2015
00-0032160,Tyrell Williams,2015,23,1,16,0.0625,5.0,1.0,0.0625,2015
00-0032160,Tyrell Williams,2016,24,16,16,1.0,7.4375,16.0,1.0,2015
00-0032160,Tyrell Williams,2017,25,14,16,0.875,4.785714285714286,16.0,1.0,2015
00-0032160,Tyrell Williams,2018,26,15,16,0.9375,4.333333333333333,15.0,0.9375,2015
00-0032160,Tyrell Williams,2019,27,13,16,0.8125,4.923076923076923,14.0,0.875,2015
00-0032160,Tyrell Williams,2021,29,1,17,0.058823529411764705,3.0,1.0,0.058823529411764705,2015
00-0032166,Sammie Coates,2016,23,9,16,0.5625,5.222222222222222,8.0,0.5,2015
00-0032170,Rashad Greene,2015,23,7,16,0.4375,4.714285714285714,4.0,0.25,2015
00-0032200,Ty Montgomery,2015,22,5,16,0.3125,3.8,5.0,0.3125,2015
00-0032200,Ty Montgomery,2016,23,11,16,0.6875,5.090909090909091,10.0,0.625,2015
00-0032200,Ty Montgomery,2017,24,6,16,0.375,5.0,5.0,0.3125,2015
00-0032200,Ty Montgomery,2018,25,11,16,0.6875,3.5454545454545454,10.0,0.625,2015
00-0032200,Ty Montgomery,2021,28,6,17,0.35294117647058826,3.8333333333333335,10.0,0.5882352941176471,2015
00-0032200,Ty Montgomery,2022,29,1,17,0.058823529411764705,4.0,1.0,0.058823529411764705,2015
00-0032200,Ty Montgomery,2023,30,3,17,0.17647058823529413,3.0,1.0,0.058823529411764705,2015
00-0032208,Phillip Dorsett,2015,22,11,16,0.6875,3.5454545454545454,4.0,0.25,2015
00-0032208,Phillip Dorsett,2016,23,12,16,0.75,4.666666666666667,15.0,0.9375,2015
00-0032208,Phillip Dorsett,2017,24,4,16,0.25,3.25,9.0,0.5625,2015
00-0032208,Phillip Dorsett,2018,25,9,16,0.5625,4.555555555555555,7.0,0.4375,2015
00-0032208,Phillip Dorsett,2019,26,11,16,0.6875,4.909090909090909,10.0,0.625,2015
00-0032208,Phillip Dorsett,2021,28,3,17,0.17647058823529413,4.0,3.0,0.17647058823529413,2015
00-0032208,Phillip Dorsett,2022,29,10,17,0.5882352941176471,3.6,11.0,0.6470588235294118,2015
00-0032211,Tyler Lockett,2015,23,14,16,0.875,4.785714285714286,16.0,1.0,2015
00-0032211,Tyler Lockett,2016,24,14,16,0.875,4.714285714285714,14.0,0.875,2015
00-0032211,Tyler Lockett,2017,25,15,16,0.9375,4.666666666666667,16.0,1.0,2015
00-0032211,Tyler Lockett,2018,26,16,16,1.0,4.375,16.0,1.0,2015
00-0032211,Tyler Lockett,2019,27,16,16,1.0,6.875,16.0,1.0,2015
00-0032211,Tyler Lockett,2020,28,16,16,1.0,8.25,16.0,1.0,2015
00-0032211,Tyler Lockett,2021,29,16,17,0.9411764705882353,6.6875,16.0,0.9411764705882353,2015
00-0032211,Tyler Lockett,2022,30,16,17,0.9411764705882353,7.3125,16.0,0.9411764705882353,2015
00-0032211,Tyler Lockett,2023,31,17,17,1.0,7.176470588235294,17.0,1.0,2015
00-0032211,Tyler Lockett,2024,32,15,17,0.8823529411764706,4.8,17.0,1.0,2015
00-0032211,Tyler Lockett,2025,33,14,17,0.8235294117647058,3.7142857142857144,17.0,1.0,2015
00-0032218,Dorial Green-Beckham,2015,22,13,16,0.8125,5.076923076923077,13.0,0.8125,2015
00-0032218,Dorial Green-Beckham,2016,23,14,16,0.875,5.285714285714286,15.0,0.9375,2015
00-0032250,Kasen Williams,2017,25,5,16,0.3125,3.4,4.0,0.25,2015
00-0032355,Chester Rogers,2016,22,8,16,0.5,4.0,12.0,0.75,2016
00-0032355,Chester Rogers,2017,23,10,16,0.625,3.7,9.0,0.5625,2016
00-0032355,Chester Rogers,2018,24,12,16,0.75,5.75,15.0,0.9375,2016
00-0032355,Chester Rogers,2019,25,8,16,0.5,3.375,11.0,0.6875,2016
00-0032355,Chester Rogers,2021,27,9,17,0.5294117647058824,4.0,13.0,0.7647058823529411,2016
00-0032362,Maurice Harris,2018,26,9,16,0.5625,5.0,11.0,0.6875,2016
00-0032365,DeMarcus Ayers,2016,22,1,16,0.0625,12.0,2.0,0.125,2016
00-0032385,Sterling Shepard,2016,23,15,16,0.9375,7.0,16.0,1.0,2016
00-0032385,Sterling Shepard,2017,24,11,16,0.6875,7.636363636363637,11.0,0.6875,2016
00-0032385,Sterling Shepard,2018,25,16,16,1.0,6.6875,16.0,1.0,2016
00-0032385,Sterling Shepard,2019,26,10,16,0.625,8.3,10.0,0.625,2016
00-0032385,Sterling Shepard,2020,27,12,16,0.75,7.5,11.0,0.6875,2016
00-0032385,Sterling Shepard,2021,28,7,17,0.4117647058823529,7.571428571428571,7.0,0.4117647058823529,2016
00-0032385,Sterling Shepard,2022,29,3,17,0.17647058823529413,8.0,3.0,0.17647058823529413,2016
00-0032385,Sterling Shepard,2023,30,5,17,0.29411764705882354,3.4,4.0,0.23529411764705882,2016
00-0032385,Sterling Shepard,2024,31,11,17,0.6470588235294118,4.454545454545454,13.0,0.7647058823529411,2016
00-0032385,Sterling Shepard,2025,32,12,17,0.7058823529411765,4.333333333333333,13.0,0.7647058823529411,2016
00-0032398,Chris Moore,2017,24,9,16,0.5625,4.111111111111111,11.0,0.6875,2016
00-0032398,Chris Moore,2019,26,1,16,0.0625,3.0,3.0,0.1875,2016
00-0032398,Chris Moore,2021,28,5,17,0.29411764705882354,3.8,7.0,0.4117647058823529,2016
00-0032398,Chris Moore,2022,29,15,17,0.8823529411764706,4.933333333333334,16.0,0.9411764705882353,2016
00-0032398,Chris Moore,2023,30,9,17,0.5294117647058824,3.2222222222222223,16.0,0.9411764705882353,2016
00-0032398,Chris Moore,2025,32,5,17,0.29411764705882354,4.0,11.0,0.6470588235294118,2016
00-0032400,Malcolm Mitchell,2016,24,10,16,0.625,4.6,13.0,0.8125,2016
00-0032423,Trevor Davis,2016,23,1,16,0.0625,4.0,1.0,0.0625,2016
00-0032423,Trevor Davis,2017,24,1,16,0.0625,3.0,1.0,0.0625,2016
00-0032464,Kalif Raymond,2021,27,14,17,0.8235294117647058,4.928571428571429,16.0,0.9411764705882353,2016
00-0032464,Kalif Raymond,2022,28,14,17,0.8235294117647058,4.428571428571429,12.0,0.7058823529411765,2016
00-0032464,Kalif Raymond,2023,29,12,17,0.7058823529411765,3.3333333333333335,11.0,0.6470588235294118,2016
00-0032464,Kalif Raymond,2024,30,5,17,0.29411764705882354,3.6,8.0,0.47058823529411764,2016
00-0032464,Kalif Raymond,2025,31,9,17,0.5294117647058824,3.0,10.0,0.5882352941176471,2016
00-0032543,Alex Erickson,2017,25,3,16,0.1875,3.3333333333333335,4.0,0.25,2016
00-0032543,Alex Erickson,2018,26,8,16,0.5,3.375,10.0,0.625,2016
00-0032543,Alex Erickson,2019,27,13,16,0.8125,5.846153846153846,11.0,0.6875,2016
00-0032543,Alex Erickson,2020,28,3,16,0.1875,4.0,4.0,0.25,2016
00-0032543,Alex Erickson,2023,31,6,17,0.35294117647058826,4.5,7.0,0.4117647058823529,2016
00-0032626,Geronimo Allison,2016,22,4,16,0.25,4.75,3.0,0.1875,2016
00-0032626,Geronimo Allison,2017,23,9,16,0.5625,4.111111111111111,8.0,0.5,2016
00-0032626,Geronimo Allison,2018,24,4,16,0.25,7.25,5.0,0.3125,2016
00-0032626,Geronimo Allison,2019,25,14,16,0.875,3.857142857142857,16.0,1.0,2016
00-0032656,Darius Powe,2017,23,1,16,0.0625,4.0,1.0,0.0625,2016
00-0032659,Roger Lewis,2016,23,5,16,0.3125,3.0,6.0,0.375,2016
00-0032659,Roger Lewis,2017,24,13,16,0.8125,5.461538461538462,13.0,0.8125,2016
00-0032688,Robbie Chosen,2016,23,14,16,0.875,5.571428571428571,13.0,0.8125,2016
00-0032688,Robbie Chosen,2017,24,16,16,1.0,7.125,16.0,1.0,2016
00-0032688,Robbie Chosen,2018,25,13,16,0.8125,7.153846153846154,14.0,0.875,2016
00-0032688,Robbie Chosen,2019,26,16,16,1.0,6.0,16.0,1.0,2016
00-0032688,Robbie Chosen,2020,27,16,16,1.0,8.5,16.0,1.0,2016
00-0032688,Robbie Chosen,2021,28,16,17,0.9411764705882353,6.8125,17.0,1.0,2016
00-0032688,Robbie Chosen,2022,29,10,17,0.5882352941176471,4.2,11.0,0.6470588235294118,2016
00-0032688,Robbie Chosen,2024,31,1,17,0.058823529411764705,4.0,,,2016
00-0032688,Robbie Chosen,2025,32,2,17,0.11764705882352941,4.0,3.0,0.17647058823529413,2016
00-0032694,Jalin Marshall,2016,21,6,16,0.375,3.8333333333333335,5.0,0.3125,2016
00-0032707,Andy Jones,2018,24,5,16,0.3125,4.8,6.0,0.375,2016
00-0032724,Bryce Treggs,2017,23,5,16,0.3125,3.4,4.0,0.25,2016
00-0032728,Tevin Jones,2019,27,3,16,0.1875,3.0,5.0,0.3125,2016
00-0032739,Wendall Williams,2016,26,2,16,0.125,3.5,,,2016
00-0032760,Josh Doctson,2016,24,1,16,0.0625,5.0,1.0,0.0625,2016
00-0032760,Josh Doctson,2017,25,14,16,0.875,5.5,16.0,1.0,2016
00-0032760,Josh Doctson,2018,26,15,16,0.9375,5.2,15.0,0.9375,2016
00-0032765,Michael Thomas,2016,23,15,16,0.9375,8.066666666666666,15.0,0.9375,2016
00-0032765,Michael Thomas,2017,24,16,16,1.0,9.3125,16.0,1.0,2016
00-0032765,Michael Thomas,2018,25,16,16,1.0,9.1875,16.0,1.0,2016
00-0032765,Michael Thomas,2019,26,16,16,1.0,11.5625,16.0,1.0,2016
00-0032765,Michael Thomas,2020,27,7,16,0.4375,7.857142857142857,7.0,0.4375,2016
00-0032765,Michael Thomas,2022,29,3,17,0.17647058823529413,7.333333333333333,3.0,0.17647058823529413,2016
00-0032765,Michael Thomas,2023,30,9,17,0.5294117647058824,7.0,9.0,0.5294117647058824,2016
00-0032775,Demarcus Robinson,2017,23,8,16,0.5,4.625,11.0,0.6875,2016
00-0032775,Demarcus Robinson,2018,24,9,16,0.5625,3.111111111111111,10.0,0.625,2016
00-0032775,Demarcus Robinson,2019,25,14,16,0.875,3.857142857142857,16.0,1.0,2016
00-0032775,Demarcus Robinson,2020,26,12,16,0.75,4.666666666666667,16.0,1.0,2016
00-0032775,Demarcus Robinson,2021,27,12,17,0.7058823529411765,3.25,16.0,0.9411764705882353,2016
00-0032775,Demarcus Robinson,2022,28,14,17,0.8235294117647058,5.214285714285714,16.0,0.9411764705882353,2016
00-0032775,Demarcus Robinson,2023,29,7,17,0.4117647058823529,5.428571428571429,7.0,0.4117647058823529,2016
00-0032775,Demarcus Robinson,2024,30,14,17,0.8235294117647058,4.357142857142857,17.0,1.0,2016
00-0032775,Demarcus Robinson,2025,31,10,17,0.5882352941176471,3.1,13.0,0.7647058823529411,2016
00-0032778,Tajae Sharpe,2016,22,14,16,0.875,5.785714285714286,16.0,1.0,2016
00-0032778,Tajae Sharpe,2018,24,10,16,0.625,4.3,14.0,0.875,2016
00-0032778,Tajae Sharpe,2019,25,11,16,0.6875,3.0,14.0,0.875,2016
00-0032778,Tajae Sharpe,2021,27,10,17,0.5882352941176471,3.3,11.0,0.6470588235294118,2016
00-0032791,Jakeem Grant,2017,25,5,16,0.3125,3.8,2.0,0.125,2016
00-0032791,Jakeem Grant,2018,26,8,16,0.5,4.0,7.0,0.4375,2016
00-0032791,Jakeem Grant,2019,27,7,16,0.4375,4.428571428571429,6.0,0.375,2016
00-0032791,Jakeem Grant,2020,28,12,16,0.75,4.333333333333333,11.0,0.6875,2016
00-0032791,Jakeem Grant,2021,29,3,17,0.17647058823529413,4.666666666666667,3.0,0.17647058823529413,2016
00-0032795,Cody Core,2016,22,5,16,0.3125,5.2,5.0,0.3125,2016
00-0032795,Cody Core,2018,24,9,16,0.5625,3.0,8.0,0.5,2016
00-0032795,Cody Core,2019,25,1,16,0.0625,5.0,1.0,0.0625,2016
00-0032839,Hunter Sharp,2017,23,2,16,0.125,4.0,2.0,0.125,2016
00-0032841,Paul Turner,2016,23,3,16,0.1875,4.666666666666667,4.0,0.25,2016
00-0032881,Tommylee Lewis,2016,24,3,16,0.1875,3.0,,,2016
00-0032935,Johnny Holton,2017,26,4,16,0.25,3.75,3.0,0.1875,2016
00-0032935,Johnny Holton,2019,28,3,16,0.1875,3.6666666666666665,8.0,0.5,2016
00-0032945,Duke Williams,2019,26,3,16,0.1875,6.0,4.0,0.25,2019
00-0032951,Laquon Treadwell,2017,22,9,16,0.5625,3.4444444444444446,15.0,0.9375,2016
00-0032951,Laquon Treadwell,2018,23,14,16,0.875,3.7142857142857144,15.0,0.9375,2016
00-0032951,Laquon Treadwell,2021,26,8,17,0.47058823529411764,5.875,10.0,0.5882352941176471,2016
00-0032951,Laquon Treadwell,2022,27,2,17,0.11764705882352941,4.5,3.0,0.17647058823529413,2016
00-0032951,Laquon Treadwell,2023,28,1,17,0.058823529411764705,3.0,2.0,0.11764705882352941,2016
00-0032959,Charone Peake,2016,24,9,16,0.5625,3.6666666666666665,11.0,0.6875,2016
00-0032966,Corey Coleman,2016,22,10,16,0.625,7.3,10.0,0.625,2016
00-0032966,Corey Coleman,2017,23,9,16,0.5625,6.444444444444445,9.0,0.5625,2016
00-0032977,Rashard Higgins,2017,23,12,16,0.75,4.0,15.0,0.9375,2016
00-0032977,Rashard Higgins,2018,24,12,16,0.75,4.333333333333333,13.0,0.8125,2016
00-0032977,Rashard Higgins,2020,26,11,16,0.6875,4.636363636363637,11.0,0.6875,2016
00-0032977,Rashard Higgins,2021,27,11,17,0.6470588235294118,4.181818181818182,13.0,0.7647058823529411,2016
00-0032980,Marcus Johnson,2017,23,1,16,0.0625,3.0,3.0,0.1875,2016
00-0032980,Marcus Johnson,2019,25,7,16,0.4375,4.571428571428571,8.0,0.5,2016
00-0032980,Marcus Johnson,2020,26,5,16,0.3125,5.0,8.0,0.5,2016
00-0032980,Marcus Johnson,2021,27,3,17,0.17647058823529413,5.333333333333333,5.0,0.29411764705882354,2016
00-0032980,Marcus Johnson,2022,28,5,17,0.29411764705882354,4.4,5.0,0.29411764705882354,2016
00-0033006,Jaydon Mickens,2017,23,3,16,0.1875,3.6666666666666665,2.0,0.125,2016
00-0033006,Jaydon Mickens,2020,26,2,16,0.125,5.0,1.0,0.0625,2016
00-0033009,Tyler Boyd,2016,22,16,16,1.0,5.0625,16.0,1.0,2016
00-0033009,Tyler Boyd,2017,23,8,16,0.5,3.75,8.0,0.5,2016
00-0033009,Tyler Boyd,2018,24,14,16,0.875,7.714285714285714,14.0,0.875,2016
00-0033009,Tyler Boyd,2019,25,16,16,1.0,9.25,16.0,1.0,2016
00-0033009,Tyler Boyd,2020,26,14,16,0.875,7.785714285714286,14.0,0.875,2016
00-0033009,Tyler Boyd,2021,27,16,17,0.9411764705882353,5.875,16.0,0.9411764705882353,2016
00-0033009,Tyler Boyd,2022,28,15,17,0.8823529411764706,5.4,15.0,0.8823529411764706,2016
00-0033009,Tyler Boyd,2023,29,17,17,1.0,5.764705882352941,17.0,1.0,2016
00-0033009,Tyler Boyd,2024,30,14,17,0.8235294117647058,4.071428571428571,16.0,0.9411764705882353,2016
00-0033040,Tyreek Hill,2016,22,14,16,0.875,5.785714285714286,12.0,0.75,2016
00-0033040,Tyreek Hill,2017,23,15,16,0.9375,7.0,15.0,0.9375,2016
00-0033040,Tyreek Hill,2018,24,16,16,1.0,8.5625,16.0,1.0,2016
00-0033040,Tyreek Hill,2019,25,12,16,0.75,7.416666666666667,10.0,0.625,2016
00-0033040,Tyreek Hill,2020,26,15,16,0.9375,9.0,15.0,0.9375,2016
00-0033040,Tyreek Hill,2021,27,17,17,1.0,9.352941176470589,16.0,0.9411764705882353,2016
00-0033040,Tyreek Hill,2022,28,17,17,1.0,10.0,17.0,1.0,2016
00-0033040,Tyreek Hill,2023,29,16,17,0.9411764705882353,10.6875,16.0,0.9411764705882353,2016
00-0033040,Tyreek Hill,2024,30,17,17,1.0,7.176470588235294,17.0,1.0,2016
00-0033040,Tyreek Hill,2025,31,4,17,0.23529411764705882,7.25,4.0,0.23529411764705882,2016
00-0033060,Leonte Carroo,2017,23,3,16,0.1875,4.333333333333333,3.0,0.1875,2016
00-0033069,Braxton Miller,2016,24,8,16,0.5,3.375,8.0,0.5,2016
00-0033069,Braxton Miller,2017,25,8,16,0.5,3.5,9.0,0.5625,2016
00-0033079,Ricardo Louis,2016,22,7,16,0.4375,5.0,6.0,0.375,2016
00-0033079,Ricardo Louis,2017,23,12,16,0.75,4.916666666666667,10.0,0.625,2016
00-0033087,Marquis Bundy,2017,23,1,16,0.0625,3.0,1.0,0.0625,2016
00-0033094,Marvin Hall,2020,27,9,16,0.5625,3.3333333333333335,7.0,0.4375,2016
00-0033111,Pharoh Cooper,2016,21,4,16,0.25,4.0,6.0,0.375,2016
00-0033111,Pharoh Cooper,2019,24,9,16,0.5625,3.4444444444444446,9.0,0.5625,2016
00-0033114,Mike Thomas,2016,22,1,16,0.0625,4.0,1.0,0.0625,2016
00-0033114,Mike Thomas,2017,23,1,16,0.0625,4.0,1.0,0.0625,2016
00-0033114,Mike Thomas,2019,25,1,16,0.0625,3.0,1.0,0.0625,2016
00-0033114,Mike Thomas,2021,27,2,17,0.11764705882352941,3.0,2.0,0.11764705882352941,2016
00-0033114,Mike Thomas,2022,28,2,17,0.11764705882352941,4.0,4.0,0.23529411764705882,2016
00-0033127,Will Fuller,2016,22,14,16,0.875,6.571428571428571,14.0,0.875,2016
00-0033127,Will Fuller,2017,23,10,16,0.625,5.0,9.0,0.5625,2016
00-0033127,Will Fuller,2018,24,7,16,0.4375,6.428571428571429,7.0,0.4375,2016
00-0033127,Will Fuller,2019,25,10,16,0.625,7.0,10.0,0.625,2016
00-0033127,Will Fuller,2020,26,10,16,0.625,7.5,11.0,0.6875,2016
00-0033127,Will Fuller,2021,27,2,17,0.11764705882352941,4.0,2.0,0.11764705882352941,2016
00-0033215,Cyril Grayson,2021,28,2,17,0.11764705882352941,5.5,2.0,0.11764705882352941,2017
00-0033251,Zach Pascal,2018,24,7,16,0.4375,6.0,13.0,0.8125,2017
00-0033251,Zach Pascal,2019,25,13,16,0.8125,5.461538461538462,16.0,1.0,2017
00-0033251,Zach Pascal,2020,26,15,16,0.9375,4.666666666666667,16.0,1.0,2017
00-0033251,Zach Pascal,2021,27,14,17,0.8235294117647058,4.785714285714286,16.0,0.9411764705882353,2017
00-0033251,Zach Pascal,2023,29,2,17,0.11764705882352941,4.0,5.0,0.29411764705882354,2017
00-0033282,Curtis Samuel,2017,21,6,16,0.375,4.166666666666667,6.0,0.375,2017
00-0033282,Curtis Samuel,2018,22,11,16,0.6875,5.818181818181818,11.0,0.6875,2017
00-0033282,Curtis Samuel,2019,23,16,16,1.0,6.5625,16.0,1.0,2017
00-0033282,Curtis Samuel,2020,24,15,16,0.9375,6.466666666666667,15.0,0.9375,2017
00-0033282,Curtis Samuel,2021,25,2,17,0.11764705882352941,3.0,2.0,0.11764705882352941,2017
00-0033282,Curtis Samuel,2022,26,15,17,0.8823529411764706,6.066666666666666,17.0,1.0,2017
00-0033282,Curtis Samuel,2023,27,16,17,0.9411764705882353,5.6875,14.0,0.8235294117647058,2017
00-0033282,Curtis Samuel,2024,28,11,17,0.6470588235294118,4.0,13.0,0.7647058823529411,2017
00-0033292,Trent Taylor,2017,23,14,16,0.875,4.214285714285714,13.0,0.8125,2017
00-0033292,Trent Taylor,2018,24,11,16,0.6875,3.4545454545454546,11.0,0.6875,2017
00-0033292,Trent Taylor,2020,26,5,16,0.3125,3.8,6.0,0.375,2017
00-0033292,Trent Taylor,2021,27,1,17,0.058823529411764705,3.0,1.0,0.058823529411764705,2017
00-0033306,Victor Bolden,2018,23,1,16,0.0625,4.0,1.0,0.0625,2017
00-0033307,Kendrick Bourne,2017,22,9,16,0.5625,3.6666666666666665,10.0,0.625,2017
00-0033307,Kendrick Bourne,2018,23,13,16,0.8125,4.923076923076923,12.0,0.75,2017
00-0033307,Kendrick Bourne,2019,24,12,16,0.75,3.4166666666666665,14.0,0.875,2017
00-0033307,Kendrick Bourne,2020,25,13,16,0.8125,5.538461538461538,15.0,0.9375,2017
00-0033307,Kendrick Bourne,2021,26,16,17,0.9411764705882353,4.375,17.0,1.0,2017
00-0033307,Kendrick Bourne,2022,27,10,17,0.5882352941176471,4.2,13.0,0.7647058823529411,2017
00-0033307,Kendrick Bourne,2023,28,8,17,0.47058823529411764,6.875,8.0,0.47058823529411764,2017
00-0033307,Kendrick Bourne,2024,29,11,17,0.6470588235294118,3.3636363636363638,12.0,0.7058823529411765,2017
00-0033307,Kendrick Bourne,2025,30,10,17,0.5882352941176471,4.9,14.0,0.8235294117647058,2017
00-0033352,Michael Clark,2017,22,2,16,0.125,7.0,2.0,0.125,2017
00-0033367,C.J. Board,2019,26,1,16,0.0625,3.0,,,2017
00-0033375,Tim Patrick,2018,25,7,16,0.4375,5.428571428571429,9.0,0.5625,2017
00-0033375,Tim Patrick,2019,26,7,16,0.4375,4.428571428571429,7.0,0.4375,2017
00-0033375,Tim Patrick,2020,27,15,16,0.9375,5.266666666666667,14.0,0.875,2017
00-0033375,Tim Patrick,2021,28,16,17,0.9411764705882353,5.3125,16.0,0.9411764705882353,2017
00-0033375,Tim Patrick,2024,31,11,17,0.6470588235294118,3.727272727272727,16.0,0.9411764705882353,2017
00-0033375,Tim Patrick,2025,32,3,17,0.17647058823529413,4.666666666666667,9.0,0.5294117647058824,2017
00-0033386,Cody Hollister,2021,28,2,17,0.11764705882352941,3.0,3.0,0.17647058823529413,2017
00-0033434,Bobo Wilson,2018,23,1,16,0.0625,3.0,1.0,0.0625,2017
00-0033434,Bobo Wilson,2019,24,3,16,0.1875,3.0,3.0,0.1875,2017
00-0033460,John Ross,2018,23,12,16,0.75,4.75,13.0,0.8125,2017
00-0033460,John Ross,2019,24,8,16,0.5,7.0,8.0,0.5,2017
00-0033460,John Ross,2020,25,2,16,0.125,3.5,2.0,0.125,2017
00-0033460,John Ross,2021,26,6,17,0.35294117647058826,3.0,6.0,0.35294117647058826,2017
00-0033464,Jehu Chesson,2017,24,1,16,0.0625,3.0,1.0,0.0625,2017
00-0033466,Isaiah McKenzie,2018,23,5,16,0.3125,5.8,5.0,0.3125,2017
00-0033466,Isaiah McKenzie,2019,24,11,16,0.6875,3.4545454545454546,11.0,0.6875,2017
00-0033466,Isaiah McKenzie,2020,25,8,16,0.5,3.5,6.0,0.375,2017
00-0033466,Isaiah McKenzie,2021,26,6,17,0.35294117647058826,3.8333333333333335,5.0,0.29411764705882354,2017
00-0033466,Isaiah McKenzie,2022,27,13,17,0.7647058823529411,4.846153846153846,15.0,0.8823529411764706,2017
00-0033466,Isaiah McKenzie,2023,28,4,17,0.23529411764705882,3.0,2.0,0.11764705882352941,2017
00-0033471,Isaiah Ford,2019,23,5,16,0.3125,6.4,6.0,0.375,2017
00-0033471,Isaiah Ford,2020,24,8,16,0.5,5.375,10.0,0.625,2017
00-0033536,Mike Williams,2017,23,6,16,0.375,3.3333333333333335,7.0,0.4375,2017
00-0033536,Mike Williams,2018,24,15,16,0.9375,4.4,16.0,1.0,2017
00-0033536,Mike Williams,2019,25,15,16,0.9375,6.0,15.0,0.9375,2017
00-0033536,Mike Williams,2020,26,13,16,0.8125,6.461538461538462,14.0,0.875,2017
00-0033536,Mike Williams,2021,27,16,17,0.9411764705882353,8.0625,16.0,0.9411764705882353,2017
00-0033536,Mike Williams,2022,28,12,17,0.7058823529411765,7.666666666666667,12.0,0.7058823529411765,2017
00-0033536,Mike Williams,2023,29,3,17,0.17647058823529413,8.666666666666666,3.0,0.17647058823529413,2017
00-0033536,Mike Williams,2024,30,10,17,0.5882352941176471,3.1,15.0,0.8823529411764706,2017
00-0033555,Mack Hollins,2019,26,4,16,0.25,4.75,8.0,0.5,2017
00-0033555,Mack Hollins,2020,27,5,16,0.3125,4.2,5.0,0.3125,2017
00-0033555,Mack Hollins,2021,28,6,17,0.35294117647058826,3.5,7.0,0.4117647058823529,2017
00-0033555,Mack Hollins,2022,29,16,17,0.9411764705882353,5.8125,17.0,1.0,2017
00-0033555,Mack Hollins,2023,30,8,17,0.47058823529411764,3.625,8.0,0.47058823529411764,2017
00-0033555,Mack Hollins,2024,31,13,17,0.7647058823529411,3.6153846153846154,17.0,1.0,2017
00-0033555,Mack Hollins,2025,32,13,17,0.7647058823529411,4.923076923076923,15.0,0.8823529411764706,2017
00-0033562,Ryan Switzer,2017,23,1,16,0.0625,5.0,1.0,0.0625,2017
00-0033562,Ryan Switzer,2018,24,11,16,0.6875,3.5454545454545454,9.0,0.5625,2017
00-0033562,Ryan Switzer,2019,25,2,16,0.125,5.0,1.0,0.0625,2017
00-0033572,Jamal Agnew,2021,26,6,17,0.35294117647058826,6.333333333333333,5.0,0.29411764705882354,2017
00-0033572,Jamal Agnew,2022,27,5,17,0.29411764705882354,4.2,2.0,0.11764705882352941,2017
00-0033572,Jamal Agnew,2023,28,5,17,0.29411764705882354,4.0,6.0,0.35294117647058826,2017
00-0033573,Shelton Gibson,2017,22,1,16,0.0625,3.0,,,2017
00-0033589,David Moore,2018,23,12,16,0.75,4.25,16.0,1.0,2017
00-0033589,David Moore,2020,25,13,16,0.8125,3.3846153846153846,16.0,1.0,2017
00-0033589,David Moore,2024,29,12,17,0.7058823529411765,4.583333333333333,14.0,0.8235294117647058,2017
00-0033591,Noah Brown,2020,24,7,16,0.4375,3.142857142857143,7.0,0.4375,2017
00-0033591,Noah Brown,2021,25,6,17,0.35294117647058826,3.6666666666666665,7.0,0.4117647058823529,2017
00-0033591,Noah Brown,2022,26,15,17,0.8823529411764706,4.933333333333334,16.0,0.9411764705882353,2017
00-0033591,Noah Brown,2023,27,10,17,0.5882352941176471,5.5,9.0,0.5294117647058824,2017
00-0033591,Noah Brown,2024,28,10,17,0.5882352941176471,5.5,11.0,0.6470588235294118,2017
00-0033591,Noah Brown,2025,29,3,17,0.17647058823529413,3.0,3.0,0.17647058823529413,2017
00-0033633,Tanner Gentry,2017,23,1,16,0.0625,3.0,3.0,0.1875,2017
00-0033681,Keelan Cole,2017,24,15,16,0.9375,5.466666666666667,16.0,1.0,2017
00-0033681,Keelan Cole,2018,25,13,16,0.8125,5.384615384615385,14.0,0.875,2017
00-0033681,Keelan Cole,2019,26,10,16,0.625,3.4,9.0,0.5625,2017
00-0033681,Keelan Cole,2020,27,16,16,1.0,5.5,16.0,1.0,2017
00-0033681,Keelan Cole,2021,28,13,17,0.7647058823529411,3.8461538461538463,13.0,0.7647058823529411,2017
00-0033705,Andre Patton,2019,25,5,16,0.3125,3.0,11.0,0.6875,2017
00-0033717,Travis Rudolph,2017,22,5,16,0.3125,4.0,6.0,0.375,2017
